node,in_degree,pagerank
46150233,22,0.000476894339873135
8005492,33,0.0004760905265263044
54228724,33,0.00047590449695440013
14385676,45,0.000474951160269688
19036725,44,0.00047436614344165774
16909832,36,0.0004740146929158758
15023872,36,0.00047352156984071744
17217640,38,0.00047270049381384187
5988062,29,0.00047170338502147127
16900850,22,0.0004710709255399253
22021978,19,0.0004709437523144671
17870886,20,0.000470447584171381
18281536,8,0.0004699827722782681
64245475,14,0.0004695097915089232
21279256,53,0.0004694700176790358
5992502,17,0.00046934318347027824
15999863,9,0.00046933797479795325
16523741,36,0.0004692215244800527
15227791,13,0.00046901431503490264
23140494,25,0.00046885037305539407
41147062,13,0.00046837343798539373
9431932,52,0.0004679809350477548
22200888,22,0.0004673948277496843
5644962,34,0.00046724788740009363
89503894,15,0.0004669238684285168
16127669,24,0.0004665371152533852
15818391,10,0.0004664805720684726
166080090,5,0.0004659510116944209
23148563,22,0.00046567735982338176
26858764,39,0.00046556245968009367
35407584,69,0.00046510281999181664
14691709,17,0.00046505178395082273
43901189,37,0.0004649188342146779
45843783,31,0.00046432712635421225
21787625,5,0.0004642797585060176
78941245,41,0.00046422054629436033
106816456,45,0.0004639226938587934
250988604,5,0.0004634520337288724
17567533,51,0.0004628331693222411
124528830,71,0.0004613385764212778
15150609,38,0.00046041678467129973
28184452,14,0.0004603278518639917
13496142,11,0.00046010516957075787
15693493,14,0.0004573100436668035
22689667,19,0.0004569331666643644
15849055,68,0.0004568817814183021
67940616,24,0.000456075330934534
20676730,18,0.0004550101565366914
23235056,17,0.00045488940648341386
40165375,40,0.00045434383019022956
34964065,37,0.00045354587175033156
430313102,40,0.00045309843682209144
24216951,28,0.00045273664098123865
27091468,33,0.0004509060512558548
88323281,83,0.0004502602156524667
335678635,1,0.0004501731922186812
8312422,30,0.0004500062798085458
16583672,28,0.0004488902275233002
45629136,32,0.00044872085488375244
352226153,42,0.00044849075897380086
15421558,39,0.00044813131509269385
37986651,44,0.00044782021544563917
24233316,43,0.00044669718916438784
14944532,12,0.00044609648288417914
56814021,57,0.00044598758230835226
45663323,34,0.00044573619075117025
279390084,15,0.0004449281299173708
15775181,16,0.0004446377734130024
5768872,28,0.0004443371119120683
19728957,53,0.0004439576197758795
428333,24,0.00044382833374682386
1002351,17,0.0004433136903548416
172883064,73,0.00044276344224492676
17771860,67,0.0004424902063576371
7040932,22,0.00044228074366586855
22068282,24,0.00044180866853237537
344334227,46,0.000440920240296519
241214783,29,0.0004386771951641416
24047612,49,0.00043778765606132167
251261925,44,0.0004373205921598447
309325161,54,0.0004371271411962511
19049747,39,0.00043678804213449773
1065921,46,0.0004364387914498837
17859804,20,0.00043602922500413435
15131310,22,0.0004358383184912323
14424667,20,0.0004341761631551759
262340283,65,0.0004339743161032427
46719689,39,0.0004335089485667274
109371322,33,0.0004333928758508849
58836363,17,0.0004329646873164346
372970352,15,0.0004322987417937007
14982575,13,0.00043143574948893785
67864340,46,0.00043087303895897365
7079062,39,0.0004301477784197248
16799897,36,0.0004301064524751295
18963070,26,0.0004291539916053366
24109979,2,0.00042910732415824774
28598978,37,0.00042850002843443266
131926467,14,0.00042787247087289204
405323682,47,0.0004277046144865908
18863815,10,0.00042757891731422997
430268163,54,0.00042588198030230593
20801235,40,0.00042581953909176
159223855,45,0.0004255619136577301
15002416,32,0.0004249614880272499
3096071,26,0.0004246469329854082
11317392,45,0.00042419248089597153
85794542,16,0.00042351412835066175
5490392,22,0.00042332490460949174
15661911,24,0.00042299773119221077
16966162,11,0.00042270845552832317
14693823,33,0.00042268502598882997
98997127,27,0.0004224143330931086
306472866,50,0.00042203071385915825
34211097,57,0.00042081510086387384
155969606,40,0.0004207068041992403
17008328,22,0.0004204332471308099
15820660,35,0.000420172284550837
28635233,59,0.00041945002513897833
8936082,49,0.0004191451796706998
18130749,24,0.00041904293256266067
7860742,29,0.0004184409454890141
16599695,28,0.0004181577670812263
16133363,14,0.0004179189574171798
21339164,64,0.0004176367624241793
21231796,38,0.00041702269899697556
17323985,13,0.00041666478456371317
144723989,39,0.00041649065577264093
13332922,29,0.0004160174354919756
14903310,40,0.0004157668729882172
30133638,35,0.00041558004491902155
80113196,29,0.0004154619553838782
21879024,20,0.00041474461462001595
49997792,42,0.0004146685025441435
19766517,32,0.00041464862663852215
94414805,46,0.0004137190501115539
44134466,13,0.00041292238552495655
50944856,15,0.00041269886424090207
307642294,61,0.0004123597351448972
20908109,42,0.0004119267924312505
87759396,43,0.00041076259763329085
62925053,28,0.0004098070962555098
19507713,42,0.00040930783421923316
11447852,10,0.0004090189713930515
86221475,60,0.0004088514876966629
54319516,5,0.00040788156322842204
52758395,12,0.00040745560859891745
200559228,41,0.0004067964363355435
19195914,37,0.00040650839140821983
90320997,27,0.00040648413559911986
117394273,29,0.00040637300311726954
351671009,52,0.0004061970225005543
20863936,46,0.00040575549710288776
30258963,14,0.00040422317187551056
5653212,27,0.00040326594029417925
112593696,53,0.00040322560207748417
15224867,27,0.00040253697127280193
6745742,26,0.0004024536307077862
1389951,2,0.00040232217378306133
21362105,25,0.0004022583618681541
276308596,50,0.000401929823194619
25521487,24,0.0004014330827885075
14169740,18,0.00040104273067288044
25042112,20,0.0004005840102022933
21413,1,0.0004004886295194797
16265412,19,0.0004003920037359991
40908929,12,0.00040021252572296575
18581803,35,0.0003995470325279613
20106852,31,0.00039903559810221294
29785854,26,0.00039884688838734146
15294801,9,0.0003987525969377969
196327549,51,0.00039844625038771534
34373923,47,0.00039823854699583283
14118444,14,0.0003982360931588457
18481585,28,0.0003980447862882931
145845459,54,0.00039753916216169177
134457542,21,0.0003962702777441287
19705747,47,0.00039554083710346624
25565646,12,0.00039515839235827955
227838448,16,0.00039497162952102405
24004172,35,0.0003945971967609757
263451932,2,0.0003945112535099616
407397848,2,0.00039411758038996746
18501326,31,0.0003940852073106271
16886225,53,0.0003938708449779338
216299334,5,0.0003931383791120236
42579112,18,0.00039288635463134914
6871812,21,0.0003928792792682118
17363890,14,0.00039253785348273385
90722891,9,0.00039244515678290285
404376053,45,0.00039229958239559175
18943752,35,0.00039200362216899436
18980276,18,0.0003919147535936239
100318079,17,0.0003917301436033522
250831586,28,0.00039104901018855776
95260836,24,0.0003902689835164567
19330043,13,0.00039023030834852557
540216621,5,0.00038915769358473506
41171865,36,0.0003891075635844656
268479669,20,0.0003890465059941837
141508391,49,0.0003887033502631879
34270080,33,0.0003884219720926891
16939148,7,0.0003883912045083148
44436825,18,0.0003880143553679566
25376226,31,0.00038800615028546136
222261763,52,0.00038753675199284463
124746917,11,0.0003871745820997401
127305588,12,0.0003868825869438114
57249277,54,0.0003863585018958684
8963722,33,0.00038541341310457846
191620115,11,0.0003850602717215517
17342842,18,0.00038470439240731214
45578562,31,0.0003845989956867578
43662236,38,0.0003844997582624898
17047105,37,0.00038441425580238293
27531390,16,0.00038421271737277467
102608859,42,0.0003830381978421784
23575595,31,0.0003828444573653793
20567578,18,0.00038268365828698594
63808966,29,0.0003826601300798539
14129299,22,0.0003816814076834173
26178743,31,0.0003816653935365997
22643137,18,0.000381624381801566
9503302,13,0.00038130846289777286
90779436,23,0.0003811655022826655
39524364,36,0.00038112258309227966
18125335,24,0.00038106009166142824
369586333,48,0.0003807367793516056
40572559,15,0.0003798177204302366
22841103,21,0.00037920233633335416
17161241,35,0.0003788623627132999
18285245,18,0.0003785459818007626
769101,23,0.00037809057707238606
116498875,65,0.00037704766428276024
23962323,35,0.0003768784191204805
64643056,6,0.0003767945927627888
108489590,22,0.00037650838208714226
42057383,26,0.0003763506878803236
39547783,35,0.000376211287080893
21681252,40,0.0003756746722406839
101903164,8,0.0003749916590031099
17663756,21,0.0003743521079583167
315338495,39,0.0003742229571725536
15665127,41,0.0003742001303394484
250303199,17,0.0003741363570173052
34068984,18,0.0003739811520372892
48947837,62,0.0003737077345485418
36098990,10,0.0003736352877906297
23161445,15,0.0003733515654351548
57261575,14,0.0003730749122724967
37502868,21,0.0003729645598521048
26841335,47,0.0003726159489294555
15858135,25,0.0003721221745522071
8207762,33,0.00037195229590238315
187744415,15,0.0003718767207527315
128292609,34,0.00037148577964690467
87741382,30,0.00037138256155983294
6463042,16,0.000371096741058219
14111650,17,0.0003710595338884961
163203962,40,0.00037102648366019365
107872957,22,0.0003703676102871273
1211311,40,0.00037018379210959027
18177126,5,0.00036935355294250206
1476651,22,0.00036891370413384575
12925072,23,0.0003688471745396762
37983370,8,0.0003685959460298363
13406702,15,0.00036796053635519796
85716069,48,0.00036709792884128247
7393462,1,0.000366890383259144
7593252,1,0.000366890383259144
26565946,16,0.0003667704854865449
131294912,46,0.00036608717230435673
6149912,17,0.00036569611186530146
86070159,37,0.00036544212415391344
179278975,26,0.00036539112949606487
325106566,54,0.0003651742488807707
14948898,18,0.00036488259387699236
247741328,21,0.0003645621592111712
180505807,20,0.00036439876441211183
18738619,27,0.0003632313395870925
76733474,25,0.0003625402815680681
21690843,42,0.00036232254759234017
160237722,45,0.00036156616118935387
248883350,55,0.0003611412494566334
195409031,11,0.00036111134074065873
417622555,20,0.0003608585344380201
16009851,33,0.0003602405860965122
31268403,33,0.00035987036860642575
250588578,19,0.00035970440636912886
21611239,31,0.0003596524367211309
16824090,13,0.0003595537213209842
16050554,12,0.00035927923149652095
32032000,44,0.0003592694314382464
58714972,40,0.0003591843986524758
107845146,25,0.000358457704189377
262230710,3,0.0003583055261285913
134940306,61,0.0003581750910485165
211670208,30,0.00035782580230900416
280629993,35,0.00035763818391495344
256286568,15,0.00035699963372782525
30021450,27,0.00035699879525084356
26683141,44,0.0003569888527325304
14876672,23,0.00035686685815285147
15862891,28,0.000356745323181693
17910878,4,0.00035667958048323124
10280632,52,0.00035484241184374386
26511852,28,0.0003546548900080842
24117694,38,0.0003538411980792436
16677622,34,0.00035374785547036107
107225267,23,0.0003536284953314103
199998684,19,0.00035296770692870534
16264063,14,0.0003522220747331498
7377812,32,0.0003518349323050956
22747276,19,0.0003513224467889125
15857157,34,0.00035081556503943005
333709376,29,0.00035064932362410264
31443503,43,0.0003500040085258546
36224771,37,0.00034982656360139783
17675120,25,0.0003494744796711271
20108560,14,0.0003492005702356175
52361963,31,0.00034887063057285374
88722311,13,0.0003488119927339109
14345566,8,0.00034880974787361845
57430197,35,0.00034875126701733
22273748,39,0.00034844170396384637
17943827,52,0.0003484059771659641
72680406,16,0.00034642088470728666
16877939,12,0.00034602905685527166
